Zone Name,Colony Name,Street No,Street Name,Location Name,Location Type,Location Node No (on street),Location ID,X Coordinate (m),Y Coordinate (m),Connected To Zone,Connected To Colony,Connected To Street,Connected To Street No,Connected To Node No,Connected Street Node ID,Connected Node X (m),Connected Node Y (m),Edge Weight (m)
"zone1","gulberg-T6",4,"gulberg-T6 - Street 4","Home 24","home",4,"zone1_gulberg-T6_S4_Loc4",-1147,1174,"zone1","gulberg-T6","gulberg-T6 - Street 4",4,4,"zone1_gulberg-T6_S4_N4",-1147,1154,20
"zone1","gulberg-T6",4,"gulberg-T6 - Street 4","Home 25","home",5,"zone1_gulberg-T6_S4_Loc5",-1125,1174,"zone1","gulberg-T6","gulberg-T6 - Street 4",4,5,"zone1_gulberg-T6_S4_N5",-1125,1154,20
"zone1","gulberg-T6",4,"gulberg-T6 - Street 4","Home 26","home",6,"zone1_gulberg-T6_S4_Loc6",-1102,1174,"zone1","gulberg-T6","gulberg-T6 - Street 4",4,6,"zone1_gulberg-T6_S4_N6",-1102,1154,20
"zone1","gulberg-T6",4,"gulberg-T6 - Street 4","Home 27","home",7,"zone1_gulberg-T6_S4_Loc7",-1080,1174,"zone1","gulberg-T6","gulberg-T6 - Street 4",4,7,"zone1_gulberg-T6_S4_N7",-1080,1154,20
"zone1","gulberg-T6",4,"gulberg-T6 - Street 4","Home 28","home",8,"zone1_gulberg-T6_S4_Loc8",-1058,1174,"zone1","gulberg-T6","gulberg-T6 - Street 4",4,8,"zone1_gulberg-T6_S4_N8",-1058,1154,20
"zone1","gulberg-T6",4,"gulberg-T6 - Street 4","Home 29","home",9,"zone1_gulberg-T6_S4_Loc9",-1036,1174,"zone1","gulberg-T6","gulberg-T6 - Street 4",4,9,"zone1_gulberg-T6_S4_N9",-1036,1154,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 30","home",2,"zone1_gulberg-T6_S5_Loc2",-1191,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,2,"zone1_gulberg-T6_S5_N2",-1191,1114,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 31","home",3,"zone1_gulberg-T6_S5_Loc3",-1169,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,3,"zone1_gulberg-T6_S5_N3",-1169,1114,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 32","home",4,"zone1_gulberg-T6_S5_Loc4",-1147,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,4,"zone1_gulberg-T6_S5_N4",-1147,1114,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 33","home",5,"zone1_gulberg-T6_S5_Loc5",-1125,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,5,"zone1_gulberg-T6_S5_N5",-1125,1114,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 34","home",6,"zone1_gulberg-T6_S5_Loc6",-1102,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,6,"zone1_gulberg-T6_S5_N6",-1102,1114,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 35","home",7,"zone1_gulberg-T6_S5_Loc7",-1080,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,7,"zone1_gulberg-T6_S5_N7",-1080,1114,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 36","home",8,"zone1_gulberg-T6_S5_Loc8",-1058,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,8,"zone1_gulberg-T6_S5_N8",-1058,1114,20
"zone1","gulberg-T6",5,"gulberg-T6 - Street 5","Home 37","home",9,"zone1_gulberg-T6_S5_Loc9",-1036,1134,"zone1","gulberg-T6","gulberg-T6 - Street 5",5,9,"zone1_gulberg-T6_S5_N9",-1036,1114,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 38","home",2,"zone1_gulberg-T6_S6_Loc2",-1191,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,2,"zone1_gulberg-T6_S6_N2",-1191,1074,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 39","home",3,"zone1_gulberg-T6_S6_Loc3",-1169,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,3,"zone1_gulberg-T6_S6_N3",-1169,1074,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 40","home",4,"zone1_gulberg-T6_S6_Loc4",-1147,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,4,"zone1_gulberg-T6_S6_N4",-1147,1074,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 41","home",5,"zone1_gulberg-T6_S6_Loc5",-1125,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,5,"zone1_gulberg-T6_S6_N5",-1125,1074,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 42","home",6,"zone1_gulberg-T6_S6_Loc6",-1102,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,6,"zone1_gulberg-T6_S6_N6",-1102,1074,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 43","home",7,"zone1_gulberg-T6_S6_Loc7",-1080,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,7,"zone1_gulberg-T6_S6_N7",-1080,1074,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 44","home",8,"zone1_gulberg-T6_S6_Loc8",-1058,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,8,"zone1_gulberg-T6_S6_N8",-1058,1074,20
"zone1","gulberg-T6",6,"gulberg-T6 - Street 6","Home 45","home",9,"zone1_gulberg-T6_S6_Loc9",-1036,1094,"zone1","gulberg-T6","gulberg-T6 - Street 6",6,9,"zone1_gulberg-T6_S6_N9",-1036,1074,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 1","home",2,"zone1_gulberg-T7_S1_Loc2",-991,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,2,"zone1_gulberg-T7_S1_N2",-991,1274,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 2","home",3,"zone1_gulberg-T7_S1_Loc3",-969,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,3,"zone1_gulberg-T7_S1_N3",-969,1274,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 3","home",4,"zone1_gulberg-T7_S1_Loc4",-947,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,4,"zone1_gulberg-T7_S1_N4",-947,1274,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 4","home",5,"zone1_gulberg-T7_S1_Loc5",-925,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,5,"zone1_gulberg-T7_S1_N5",-925,1274,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 5","home",6,"zone1_gulberg-T7_S1_Loc6",-902,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,6,"zone1_gulberg-T7_S1_N6",-902,1274,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 6","home",7,"zone1_gulberg-T7_S1_Loc7",-880,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,7,"zone1_gulberg-T7_S1_N7",-880,1274,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 7","home",8,"zone1_gulberg-T7_S1_Loc8",-858,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,8,"zone1_gulberg-T7_S1_N8",-858,1274,20
"zone1","gulberg-T7",1,"gulberg-T7 - Street 1","Home 8","home",9,"zone1_gulberg-T7_S1_Loc9",-836,1294,"zone1","gulberg-T7","gulberg-T7 - Street 1",1,9,"zone1_gulberg-T7_S1_N9",-836,1274,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Home 9","home",2,"zone1_gulberg-T7_S2_Loc2",-991,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,2,"zone1_gulberg-T7_S2_N2",-991,1234,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Home 10","home",3,"zone1_gulberg-T7_S2_Loc3",-969,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,3,"zone1_gulberg-T7_S2_N3",-969,1234,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Home 11","home",4,"zone1_gulberg-T7_S2_Loc4",-947,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,4,"zone1_gulberg-T7_S2_N4",-947,1234,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Home 12","home",5,"zone1_gulberg-T7_S2_Loc5",-925,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,5,"zone1_gulberg-T7_S2_N5",-925,1234,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Home 13","home",6,"zone1_gulberg-T7_S2_Loc6",-902,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,6,"zone1_gulberg-T7_S2_N6",-902,1234,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Home 14","home",7,"zone1_gulberg-T7_S2_Loc7",-880,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,7,"zone1_gulberg-T7_S2_N7",-880,1234,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Home 15","home",8,"zone1_gulberg-T7_S2_Loc8",-858,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,8,"zone1_gulberg-T7_S2_N8",-858,1234,20
"zone1","gulberg-T7",2,"gulberg-T7 - Street 2","Mall","mall",9,"zone1_gulberg-T7_S2_Loc9",-836,1254,"zone1","gulberg-T7","gulberg-T7 - Street 2",2,9,"zone1_gulberg-T7_S2_N9",-836,1234,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 16","home",2,"zone1_gulberg-T7_S3_Loc2",-991,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,2,"zone1_gulberg-T7_S3_N2",-991,1194,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 17","home",3,"zone1_gulberg-T7_S3_Loc3",-969,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,3,"zone1_gulberg-T7_S3_N3",-969,1194,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 18","home",4,"zone1_gulberg-T7_S3_Loc4",-947,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,4,"zone1_gulberg-T7_S3_N4",-947,1194,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 19","home",5,"zone1_gulberg-T7_S3_Loc5",-925,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,5,"zone1_gulberg-T7_S3_N5",-925,1194,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 20","home",6,"zone1_gulberg-T7_S3_Loc6",-902,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,6,"zone1_gulberg-T7_S3_N6",-902,1194,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 21","home",7,"zone1_gulberg-T7_S3_Loc7",-880,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,7,"zone1_gulberg-T7_S3_N7",-880,1194,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 22","home",8,"zone1_gulberg-T7_S3_Loc8",-858,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,8,"zone1_gulberg-T7_S3_N8",-858,1194,20
"zone1","gulberg-T7",3,"gulberg-T7 - Street 3","Home 23","home",9,"zone1_gulberg-T7_S3_Loc9",-836,1214,"zone1","gulberg-T7","gulberg-T7 - Street 3",3,9,"zone1_gulberg-T7_S3_N9",-836,1194,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","Home 24","home",2,"zone1_gulberg-T7_S4_Loc2",-991,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,2,"zone1_gulberg-T7_S4_N2",-991,1154,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","Hospital","hospital",3,"zone1_gulberg-T7_S4_Loc3",-969,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,3,"zone1_gulberg-T7_S4_N3",-969,1154,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","Home 25","home",4,"zone1_gulberg-T7_S4_Loc4",-947,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,4,"zone1_gulberg-T7_S4_N4",-947,1154,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","School","school",5,"zone1_gulberg-T7_S4_Loc5",-925,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,5,"zone1_gulberg-T7_S4_N5",-925,1154,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","Home 26","home",6,"zone1_gulberg-T7_S4_Loc6",-902,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,6,"zone1_gulberg-T7_S4_N6",-902,1154,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","Home 27","home",7,"zone1_gulberg-T7_S4_Loc7",-880,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,7,"zone1_gulberg-T7_S4_N7",-880,1154,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","Home 28","home",8,"zone1_gulberg-T7_S4_Loc8",-858,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,8,"zone1_gulberg-T7_S4_N8",-858,1154,20
"zone1","gulberg-T7",4,"gulberg-T7 - Street 4","Home 29","home",9,"zone1_gulberg-T7_S4_Loc9",-836,1174,"zone1","gulberg-T7","gulberg-T7 - Street 4",4,9,"zone1_gulberg-T7_S4_N9",-836,1154,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 30","home",2,"zone1_gulberg-T7_S5_Loc2",-991,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,2,"zone1_gulberg-T7_S5_N2",-991,1114,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 31","home",3,"zone1_gulberg-T7_S5_Loc3",-969,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,3,"zone1_gulberg-T7_S5_N3",-969,1114,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 32","home",4,"zone1_gulberg-T7_S5_Loc4",-947,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,4,"zone1_gulberg-T7_S5_N4",-947,1114,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 33","home",5,"zone1_gulberg-T7_S5_Loc5",-925,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,5,"zone1_gulberg-T7_S5_N5",-925,1114,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 34","home",6,"zone1_gulberg-T7_S5_Loc6",-902,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,6,"zone1_gulberg-T7_S5_N6",-902,1114,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 35","home",7,"zone1_gulberg-T7_S5_Loc7",-880,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,7,"zone1_gulberg-T7_S5_N7",-880,1114,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 36","home",8,"zone1_gulberg-T7_S5_Loc8",-858,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,8,"zone1_gulberg-T7_S5_N8",-858,1114,20
"zone1","gulberg-T7",5,"gulberg-T7 - Street 5","Home 37","home",9,"zone1_gulberg-T7_S5_Loc9",-836,1134,"zone1","gulberg-T7","gulberg-T7 - Street 5",5,9,"zone1_gulberg-T7_S5_N9",-836,1114,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 38","home",2,"zone1_gulberg-T7_S6_Loc2",-991,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,2,"zone1_gulberg-T7_S6_N2",-991,1074,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 39","home",3,"zone1_gulberg-T7_S6_Loc3",-969,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,3,"zone1_gulberg-T7_S6_N3",-969,1074,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 40","home",4,"zone1_gulberg-T7_S6_Loc4",-947,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,4,"zone1_gulberg-T7_S6_N4",-947,1074,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 41","home",5,"zone1_gulberg-T7_S6_Loc5",-925,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,5,"zone1_gulberg-T7_S6_N5",-925,1074,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 42","home",6,"zone1_gulberg-T7_S6_Loc6",-902,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,6,"zone1_gulberg-T7_S6_N6",-902,1074,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 43","home",7,"zone1_gulberg-T7_S6_Loc7",-880,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,7,"zone1_gulberg-T7_S6_N7",-880,1074,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 44","home",8,"zone1_gulberg-T7_S6_Loc8",-858,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,8,"zone1_gulberg-T7_S6_N8",-858,1074,20
"zone1","gulberg-T7",6,"gulberg-T7 - Street 6","Home 45","home",9,"zone1_gulberg-T7_S6_Loc9",-836,1094,"zone1","gulberg-T7","gulberg-T7 - Street 6",6,9,"zone1_gulberg-T7_S6_N9",-836,1074,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 1","home",2,"zone1_gulberg-B1_S1_Loc2",-2491,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,2,"zone1_gulberg-B1_S1_N2",-2491,594,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 2","home",3,"zone1_gulberg-B1_S1_Loc3",-2469,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,3,"zone1_gulberg-B1_S1_N3",-2469,594,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 3","home",4,"zone1_gulberg-B1_S1_Loc4",-2447,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,4,"zone1_gulberg-B1_S1_N4",-2447,594,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 4","home",5,"zone1_gulberg-B1_S1_Loc5",-2425,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,5,"zone1_gulberg-B1_S1_N5",-2425,594,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 5","home",6,"zone1_gulberg-B1_S1_Loc6",-2402,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,6,"zone1_gulberg-B1_S1_N6",-2402,594,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 6","home",7,"zone1_gulberg-B1_S1_Loc7",-2380,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,7,"zone1_gulberg-B1_S1_N7",-2380,594,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 7","home",8,"zone1_gulberg-B1_S1_Loc8",-2358,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,8,"zone1_gulberg-B1_S1_N8",-2358,594,20
"zone1","gulberg-B1",1,"gulberg-B1 - Street 1","Home 8","home",9,"zone1_gulberg-B1_S1_Loc9",-2336,614,"zone1","gulberg-B1","gulberg-B1 - Street 1",1,9,"zone1_gulberg-B1_S1_N9",-2336,594,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 9","home",2,"zone1_gulberg-B1_S2_Loc2",-2491,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,2,"zone1_gulberg-B1_S2_N2",-2491,554,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 10","home",3,"zone1_gulberg-B1_S2_Loc3",-2469,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,3,"zone1_gulberg-B1_S2_N3",-2469,554,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 11","home",4,"zone1_gulberg-B1_S2_Loc4",-2447,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,4,"zone1_gulberg-B1_S2_N4",-2447,554,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 12","home",5,"zone1_gulberg-B1_S2_Loc5",-2425,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,5,"zone1_gulberg-B1_S2_N5",-2425,554,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 13","home",6,"zone1_gulberg-B1_S2_Loc6",-2402,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,6,"zone1_gulberg-B1_S2_N6",-2402,554,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 14","home",7,"zone1_gulberg-B1_S2_Loc7",-2380,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,7,"zone1_gulberg-B1_S2_N7",-2380,554,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 15","home",8,"zone1_gulberg-B1_S2_Loc8",-2358,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,8,"zone1_gulberg-B1_S2_N8",-2358,554,20
"zone1","gulberg-B1",2,"gulberg-B1 - Street 2","Home 16","home",9,"zone1_gulberg-B1_S2_Loc9",-2336,574,"zone1","gulberg-B1","gulberg-B1 - Street 2",2,9,"zone1_gulberg-B1_S2_N9",-2336,554,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","Home 17","home",2,"zone1_gulberg-B1_S3_Loc2",-2491,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,2,"zone1_gulberg-B1_S3_N2",-2491,514,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","Home 18","home",3,"zone1_gulberg-B1_S3_Loc3",-2469,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,3,"zone1_gulberg-B1_S3_N3",-2469,514,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","School","school",4,"zone1_gulberg-B1_S3_Loc4",-2447,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,4,"zone1_gulberg-B1_S3_N4",-2447,514,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","Home 19","home",5,"zone1_gulberg-B1_S3_Loc5",-2425,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,5,"zone1_gulberg-B1_S3_N5",-2425,514,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","Home 20","home",6,"zone1_gulberg-B1_S3_Loc6",-2402,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,6,"zone1_gulberg-B1_S3_N6",-2402,514,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","Home 21","home",7,"zone1_gulberg-B1_S3_Loc7",-2380,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,7,"zone1_gulberg-B1_S3_N7",-2380,514,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","Home 22","home",8,"zone1_gulberg-B1_S3_Loc8",-2358,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,8,"zone1_gulberg-B1_S3_N8",-2358,514,20
"zone1","gulberg-B1",3,"gulberg-B1 - Street 3","Home 23","home",9,"zone1_gulberg-B1_S3_Loc9",-2336,534,"zone1","gulberg-B1","gulberg-B1 - Street 3",3,9,"zone1_gulberg-B1_S3_N9",-2336,514,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 24","home",2,"zone1_gulberg-B1_S4_Loc2",-2491,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,2,"zone1_gulberg-B1_S4_N2",-2491,474,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 25","home",3,"zone1_gulberg-B1_S4_Loc3",-2469,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,3,"zone1_gulberg-B1_S4_N3",-2469,474,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 26","home",4,"zone1_gulberg-B1_S4_Loc4",-2447,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,4,"zone1_gulberg-B1_S4_N4",-2447,474,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 27","home",5,"zone1_gulberg-B1_S4_Loc5",-2425,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,5,"zone1_gulberg-B1_S4_N5",-2425,474,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 28","home",6,"zone1_gulberg-B1_S4_Loc6",-2402,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,6,"zone1_gulberg-B1_S4_N6",-2402,474,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 29","home",7,"zone1_gulberg-B1_S4_Loc7",-2380,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,7,"zone1_gulberg-B1_S4_N7",-2380,474,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 30","home",8,"zone1_gulberg-B1_S4_Loc8",-2358,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,8,"zone1_gulberg-B1_S4_N8",-2358,474,20
"zone1","gulberg-B1",4,"gulberg-B1 - Street 4","Home 31","home",9,"zone1_gulberg-B1_S4_Loc9",-2336,494,"zone1","gulberg-B1","gulberg-B1 - Street 4",4,9,"zone1_gulberg-B1_S4_N9",-2336,474,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 32","home",2,"zone1_gulberg-B1_S5_Loc2",-2491,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,2,"zone1_gulberg-B1_S5_N2",-2491,434,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 33","home",3,"zone1_gulberg-B1_S5_Loc3",-2469,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,3,"zone1_gulberg-B1_S5_N3",-2469,434,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 34","home",4,"zone1_gulberg-B1_S5_Loc4",-2447,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,4,"zone1_gulberg-B1_S5_N4",-2447,434,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 35","home",5,"zone1_gulberg-B1_S5_Loc5",-2425,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,5,"zone1_gulberg-B1_S5_N5",-2425,434,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 36","home",6,"zone1_gulberg-B1_S5_Loc6",-2402,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,6,"zone1_gulberg-B1_S5_N6",-2402,434,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 37","home",7,"zone1_gulberg-B1_S5_Loc7",-2380,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,7,"zone1_gulberg-B1_S5_N7",-2380,434,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 38","home",8,"zone1_gulberg-B1_S5_Loc8",-2358,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,8,"zone1_gulberg-B1_S5_N8",-2358,434,20
"zone1","gulberg-B1",5,"gulberg-B1 - Street 5","Home 39","home",9,"zone1_gulberg-B1_S5_Loc9",-2336,454,"zone1","gulberg-B1","gulberg-B1 - Street 5",5,9,"zone1_gulberg-B1_S5_N9",-2336,434,20
"zone1","gulberg-B1",6,"gulberg-B1 - Street 6","Home 40","home",2,"zone1_gulberg-B1_S6_Loc2",-2491,414,"zone1","gulberg-B1","gulberg-B1 - Street 6",6,2,"zone1_gulberg-B1_S6_N2",-2491,394,20
