Zone Name,Colony Name,Street No,Street Name,Node No,Node ID,X Coordinate (m),Y Coordinate (m),Connection Type,Connected To Zone,Connected To Colony,Connected To Street,Connected To Street No,Connected To Node No,Connected Node ID,Connected Node X (m),Connected Node Y (m),Edge Weight (m)
zone2,DHA-M1,1,DHA-M1 - Street 1,6,zone2_DHA-M1_S1_N6,653,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,5,zone2_DHA-M1_S1_N5,630,879,23
zone2,DHA-M1,1,DHA-M1 - Street 1,6,zone2_DHA-M1_S1_N6,653,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,7,zone2_DHA-M1_S1_N7,675,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,6,zone2_DHA-M1_S1_N6,653,879,Street Edge,No Zone,None,None,0,2658,Free_N2658,653,899,20
zone2,DHA-M1,1,DHA-M1 - Street 1,7,zone2_DHA-M1_S1_N7,675,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,6,zone2_DHA-M1_S1_N6,653,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,7,zone2_DHA-M1_S1_N7,675,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,8,zone2_DHA-M1_S1_N8,697,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,7,zone2_DHA-M1_S1_N7,675,879,Street Edge,No Zone,None,None,0,2659,Free_N2659,675,899,20
zone2,DHA-M1,1,DHA-M1 - Street 1,8,zone2_DHA-M1_S1_N8,697,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,7,zone2_DHA-M1_S1_N7,675,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,8,zone2_DHA-M1_S1_N8,697,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,9,zone2_DHA-M1_S1_N9,719,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,8,zone2_DHA-M1_S1_N8,697,879,Street Edge,No Zone,None,None,0,2660,Free_N2660,697,899,20
zone2,DHA-M1,1,DHA-M1 - Street 1,9,zone2_DHA-M1_S1_N9,719,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,8,zone2_DHA-M1_S1_N8,697,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,9,zone2_DHA-M1_S1_N9,719,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,10,zone2_DHA-M1_S1_N10,741,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,9,zone2_DHA-M1_S1_N9,719,879,Street Edge,No Zone,None,None,0,2661,Free_N2661,719,899,20
zone2,DHA-M1,1,DHA-M1 - Street 1,10,zone2_DHA-M1_S1_N10,741,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,9,zone2_DHA-M1_S1_N9,719,879,22
zone2,DHA-M1,1,DHA-M1 - Street 1,10,zone2_DHA-M1_S1_N10,741,879,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,10,zone2_DHA-M1_S2_N10,741,839,40
zone2,DHA-M1,1,DHA-M1 - Street 1,10,zone2_DHA-M1_S1_N10,741,879,Street Edge,zone2,DHA-M2,DHA-M2 - Street 1,1,1,zone2_DHA-M2_S1_N1,841,879,100
zone2,DHA-M1,1,DHA-M1 - Street 1,10,zone2_DHA-M1_S1_N10,741,879,Street Edge,zone2,DHA-T1,DHA-T1 - Street 6,6,10,zone2_DHA-T1_S6_N10,691,1019,149
zone2,DHA-M1,2,DHA-M1 - Street 2,1,zone2_DHA-M1_S2_N1,541,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,2,zone2_DHA-M1_S2_N2,564,839,23
zone2,DHA-M1,2,DHA-M1 - Street 2,1,zone2_DHA-M1_S2_N1,541,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,1,zone2_DHA-M1_S1_N1,541,879,40
zone2,DHA-M1,2,DHA-M1 - Street 2,1,zone2_DHA-M1_S2_N1,541,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,1,zone2_DHA-M1_S3_N1,541,799,40
zone2,DHA-M1,2,DHA-M1 - Street 2,1,zone2_DHA-M1_S2_N1,541,839,Zone Connection,Highway Zone,Zone Connector,Zone Connector Highway,0,3,ZoneConnector_zone2_N3,341,0,863
zone2,DHA-M1,2,DHA-M1 - Street 2,2,zone2_DHA-M1_S2_N2,564,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,1,zone2_DHA-M1_S2_N1,541,839,23
zone2,DHA-M1,2,DHA-M1 - Street 2,2,zone2_DHA-M1_S2_N2,564,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,3,zone2_DHA-M1_S2_N3,586,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,2,zone2_DHA-M1_S2_N2,564,839,Street Edge,No Zone,None,None,0,2662,Free_N2662,564,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,3,zone2_DHA-M1_S2_N3,586,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,2,zone2_DHA-M1_S2_N2,564,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,3,zone2_DHA-M1_S2_N3,586,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,4,zone2_DHA-M1_S2_N4,608,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,3,zone2_DHA-M1_S2_N3,586,839,Street Edge,No Zone,None,None,0,2663,Free_N2663,586,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,4,zone2_DHA-M1_S2_N4,608,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,3,zone2_DHA-M1_S2_N3,586,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,4,zone2_DHA-M1_S2_N4,608,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,5,zone2_DHA-M1_S2_N5,630,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,4,zone2_DHA-M1_S2_N4,608,839,Street Edge,No Zone,None,None,0,2664,Free_N2664,608,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,5,zone2_DHA-M1_S2_N5,630,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,4,zone2_DHA-M1_S2_N4,608,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,5,zone2_DHA-M1_S2_N5,630,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,6,zone2_DHA-M1_S2_N6,653,839,23
zone2,DHA-M1,2,DHA-M1 - Street 2,5,zone2_DHA-M1_S2_N5,630,839,Street Edge,No Zone,None,None,0,2665,Free_N2665,630,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,6,zone2_DHA-M1_S2_N6,653,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,5,zone2_DHA-M1_S2_N5,630,839,23
zone2,DHA-M1,2,DHA-M1 - Street 2,6,zone2_DHA-M1_S2_N6,653,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,7,zone2_DHA-M1_S2_N7,675,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,6,zone2_DHA-M1_S2_N6,653,839,Street Edge,No Zone,None,None,0,2666,Free_N2666,653,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,7,zone2_DHA-M1_S2_N7,675,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,6,zone2_DHA-M1_S2_N6,653,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,7,zone2_DHA-M1_S2_N7,675,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,8,zone2_DHA-M1_S2_N8,697,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,7,zone2_DHA-M1_S2_N7,675,839,Street Edge,No Zone,None,None,0,2667,Free_N2667,675,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,8,zone2_DHA-M1_S2_N8,697,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,7,zone2_DHA-M1_S2_N7,675,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,8,zone2_DHA-M1_S2_N8,697,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,9,zone2_DHA-M1_S2_N9,719,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,8,zone2_DHA-M1_S2_N8,697,839,Street Edge,No Zone,None,None,0,2668,Free_N2668,697,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,9,zone2_DHA-M1_S2_N9,719,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,8,zone2_DHA-M1_S2_N8,697,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,9,zone2_DHA-M1_S2_N9,719,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,10,zone2_DHA-M1_S2_N10,741,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,9,zone2_DHA-M1_S2_N9,719,839,Street Edge,No Zone,None,None,0,2669,Free_N2669,719,859,20
zone2,DHA-M1,2,DHA-M1 - Street 2,10,zone2_DHA-M1_S2_N10,741,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,9,zone2_DHA-M1_S2_N9,719,839,22
zone2,DHA-M1,2,DHA-M1 - Street 2,10,zone2_DHA-M1_S2_N10,741,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 1,1,10,zone2_DHA-M1_S1_N10,741,879,40
zone2,DHA-M1,2,DHA-M1 - Street 2,10,zone2_DHA-M1_S2_N10,741,839,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,10,zone2_DHA-M1_S3_N10,741,799,40
zone2,DHA-M1,2,DHA-M1 - Street 2,10,zone2_DHA-M1_S2_N10,741,839,Street Edge,zone2,DHA-M2,DHA-M2 - Street 2,2,1,zone2_DHA-M2_S2_N1,841,839,100
zone2,DHA-M1,3,DHA-M1 - Street 3,1,zone2_DHA-M1_S3_N1,541,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,2,zone2_DHA-M1_S3_N2,564,799,23
zone2,DHA-M1,3,DHA-M1 - Street 3,1,zone2_DHA-M1_S3_N1,541,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,1,zone2_DHA-M1_S2_N1,541,839,40
zone2,DHA-M1,3,DHA-M1 - Street 3,1,zone2_DHA-M1_S3_N1,541,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,1,zone2_DHA-M1_S4_N1,541,759,40
zone2,DHA-M1,3,DHA-M1 - Street 3,1,zone2_DHA-M1_S3_N1,541,799,Zone Connection,Highway Zone,Zone Connector,Zone Connector Highway,0,3,ZoneConnector_zone2_N3,341,0,824
zone2,DHA-M1,3,DHA-M1 - Street 3,2,zone2_DHA-M1_S3_N2,564,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,1,zone2_DHA-M1_S3_N1,541,799,23
zone2,DHA-M1,3,DHA-M1 - Street 3,2,zone2_DHA-M1_S3_N2,564,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,3,zone2_DHA-M1_S3_N3,586,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,2,zone2_DHA-M1_S3_N2,564,799,Street Edge,No Zone,None,None,0,2670,Free_N2670,564,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,3,zone2_DHA-M1_S3_N3,586,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,2,zone2_DHA-M1_S3_N2,564,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,3,zone2_DHA-M1_S3_N3,586,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,4,zone2_DHA-M1_S3_N4,608,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,3,zone2_DHA-M1_S3_N3,586,799,Street Edge,No Zone,None,None,0,2671,Free_N2671,586,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,4,zone2_DHA-M1_S3_N4,608,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,3,zone2_DHA-M1_S3_N3,586,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,4,zone2_DHA-M1_S3_N4,608,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,5,zone2_DHA-M1_S3_N5,630,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,4,zone2_DHA-M1_S3_N4,608,799,Street Edge,No Zone,None,None,0,2672,Free_N2672,608,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,5,zone2_DHA-M1_S3_N5,630,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,4,zone2_DHA-M1_S3_N4,608,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,5,zone2_DHA-M1_S3_N5,630,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,6,zone2_DHA-M1_S3_N6,653,799,23
zone2,DHA-M1,3,DHA-M1 - Street 3,5,zone2_DHA-M1_S3_N5,630,799,Street Edge,No Zone,None,None,0,2673,Free_N2673,630,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,6,zone2_DHA-M1_S3_N6,653,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,5,zone2_DHA-M1_S3_N5,630,799,23
zone2,DHA-M1,3,DHA-M1 - Street 3,6,zone2_DHA-M1_S3_N6,653,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,7,zone2_DHA-M1_S3_N7,675,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,6,zone2_DHA-M1_S3_N6,653,799,Street Edge,No Zone,None,None,0,2674,Free_N2674,653,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,7,zone2_DHA-M1_S3_N7,675,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,6,zone2_DHA-M1_S3_N6,653,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,7,zone2_DHA-M1_S3_N7,675,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,8,zone2_DHA-M1_S3_N8,697,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,7,zone2_DHA-M1_S3_N7,675,799,Street Edge,No Zone,None,None,0,2675,Free_N2675,675,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,8,zone2_DHA-M1_S3_N8,697,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,7,zone2_DHA-M1_S3_N7,675,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,8,zone2_DHA-M1_S3_N8,697,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,9,zone2_DHA-M1_S3_N9,719,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,8,zone2_DHA-M1_S3_N8,697,799,Street Edge,No Zone,None,None,0,2676,Free_N2676,697,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,9,zone2_DHA-M1_S3_N9,719,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,8,zone2_DHA-M1_S3_N8,697,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,9,zone2_DHA-M1_S3_N9,719,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,10,zone2_DHA-M1_S3_N10,741,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,9,zone2_DHA-M1_S3_N9,719,799,Street Edge,No Zone,None,None,0,2677,Free_N2677,719,819,20
zone2,DHA-M1,3,DHA-M1 - Street 3,10,zone2_DHA-M1_S3_N10,741,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,9,zone2_DHA-M1_S3_N9,719,799,22
zone2,DHA-M1,3,DHA-M1 - Street 3,10,zone2_DHA-M1_S3_N10,741,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 2,2,10,zone2_DHA-M1_S2_N10,741,839,40
zone2,DHA-M1,3,DHA-M1 - Street 3,10,zone2_DHA-M1_S3_N10,741,799,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,10,zone2_DHA-M1_S4_N10,741,759,40
zone2,DHA-M1,3,DHA-M1 - Street 3,10,zone2_DHA-M1_S3_N10,741,799,Street Edge,zone2,DHA-M2,DHA-M2 - Street 3,3,1,zone2_DHA-M2_S3_N1,841,799,100
zone2,DHA-M1,4,DHA-M1 - Street 4,1,zone2_DHA-M1_S4_N1,541,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,2,zone2_DHA-M1_S4_N2,564,759,23
zone2,DHA-M1,4,DHA-M1 - Street 4,1,zone2_DHA-M1_S4_N1,541,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,1,zone2_DHA-M1_S3_N1,541,799,40
zone2,DHA-M1,4,DHA-M1 - Street 4,1,zone2_DHA-M1_S4_N1,541,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,1,zone2_DHA-M1_S5_N1,541,719,40
zone2,DHA-M1,4,DHA-M1 - Street 4,1,zone2_DHA-M1_S4_N1,541,759,Zone Connection,Highway Zone,Zone Connector,Zone Connector Highway,0,3,ZoneConnector_zone2_N3,341,0,785
zone2,DHA-M1,4,DHA-M1 - Street 4,2,zone2_DHA-M1_S4_N2,564,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,1,zone2_DHA-M1_S4_N1,541,759,23
zone2,DHA-M1,4,DHA-M1 - Street 4,2,zone2_DHA-M1_S4_N2,564,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,3,zone2_DHA-M1_S4_N3,586,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,2,zone2_DHA-M1_S4_N2,564,759,Street Edge,No Zone,None,None,0,2678,Free_N2678,564,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,3,zone2_DHA-M1_S4_N3,586,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,2,zone2_DHA-M1_S4_N2,564,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,3,zone2_DHA-M1_S4_N3,586,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,4,zone2_DHA-M1_S4_N4,608,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,3,zone2_DHA-M1_S4_N3,586,759,Street Edge,No Zone,None,None,0,2679,Free_N2679,586,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,4,zone2_DHA-M1_S4_N4,608,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,3,zone2_DHA-M1_S4_N3,586,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,4,zone2_DHA-M1_S4_N4,608,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,5,zone2_DHA-M1_S4_N5,630,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,4,zone2_DHA-M1_S4_N4,608,759,Street Edge,No Zone,None,None,0,2680,Free_N2680,608,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,5,zone2_DHA-M1_S4_N5,630,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,4,zone2_DHA-M1_S4_N4,608,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,5,zone2_DHA-M1_S4_N5,630,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,6,zone2_DHA-M1_S4_N6,653,759,23
zone2,DHA-M1,4,DHA-M1 - Street 4,5,zone2_DHA-M1_S4_N5,630,759,Street Edge,No Zone,None,None,0,2681,Free_N2681,630,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,6,zone2_DHA-M1_S4_N6,653,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,5,zone2_DHA-M1_S4_N5,630,759,23
zone2,DHA-M1,4,DHA-M1 - Street 4,6,zone2_DHA-M1_S4_N6,653,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,7,zone2_DHA-M1_S4_N7,675,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,6,zone2_DHA-M1_S4_N6,653,759,Street Edge,No Zone,None,None,0,2682,Free_N2682,653,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,7,zone2_DHA-M1_S4_N7,675,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,6,zone2_DHA-M1_S4_N6,653,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,7,zone2_DHA-M1_S4_N7,675,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,8,zone2_DHA-M1_S4_N8,697,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,7,zone2_DHA-M1_S4_N7,675,759,Street Edge,No Zone,None,None,0,2683,Free_N2683,675,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,8,zone2_DHA-M1_S4_N8,697,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,7,zone2_DHA-M1_S4_N7,675,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,8,zone2_DHA-M1_S4_N8,697,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,9,zone2_DHA-M1_S4_N9,719,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,8,zone2_DHA-M1_S4_N8,697,759,Street Edge,No Zone,None,None,0,2684,Free_N2684,697,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,9,zone2_DHA-M1_S4_N9,719,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,8,zone2_DHA-M1_S4_N8,697,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,9,zone2_DHA-M1_S4_N9,719,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,10,zone2_DHA-M1_S4_N10,741,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,9,zone2_DHA-M1_S4_N9,719,759,Street Edge,No Zone,None,None,0,2685,Free_N2685,719,779,20
zone2,DHA-M1,4,DHA-M1 - Street 4,10,zone2_DHA-M1_S4_N10,741,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,9,zone2_DHA-M1_S4_N9,719,759,22
zone2,DHA-M1,4,DHA-M1 - Street 4,10,zone2_DHA-M1_S4_N10,741,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 3,3,10,zone2_DHA-M1_S3_N10,741,799,40
zone2,DHA-M1,4,DHA-M1 - Street 4,10,zone2_DHA-M1_S4_N10,741,759,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,10,zone2_DHA-M1_S5_N10,741,719,40
zone2,DHA-M1,4,DHA-M1 - Street 4,10,zone2_DHA-M1_S4_N10,741,759,Street Edge,zone2,DHA-M2,DHA-M2 - Street 4,4,1,zone2_DHA-M2_S4_N1,841,759,100
zone2,DHA-M1,5,DHA-M1 - Street 5,1,zone2_DHA-M1_S5_N1,541,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,2,zone2_DHA-M1_S5_N2,564,719,23
zone2,DHA-M1,5,DHA-M1 - Street 5,1,zone2_DHA-M1_S5_N1,541,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 4,4,1,zone2_DHA-M1_S4_N1,541,759,40
zone2,DHA-M1,5,DHA-M1 - Street 5,1,zone2_DHA-M1_S5_N1,541,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 6,6,1,zone2_DHA-M1_S6_N1,541,679,40
zone2,DHA-M1,5,DHA-M1 - Street 5,1,zone2_DHA-M1_S5_N1,541,719,Zone Connection,Highway Zone,Zone Connector,Zone Connector Highway,0,3,ZoneConnector_zone2_N3,341,0,746
zone2,DHA-M1,5,DHA-M1 - Street 5,2,zone2_DHA-M1_S5_N2,564,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,1,zone2_DHA-M1_S5_N1,541,719,23
zone2,DHA-M1,5,DHA-M1 - Street 5,2,zone2_DHA-M1_S5_N2,564,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,3,zone2_DHA-M1_S5_N3,586,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,2,zone2_DHA-M1_S5_N2,564,719,Street Edge,No Zone,None,None,0,2686,Free_N2686,564,739,20
zone2,DHA-M1,5,DHA-M1 - Street 5,3,zone2_DHA-M1_S5_N3,586,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,2,zone2_DHA-M1_S5_N2,564,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,3,zone2_DHA-M1_S5_N3,586,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,4,zone2_DHA-M1_S5_N4,608,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,3,zone2_DHA-M1_S5_N3,586,719,Street Edge,No Zone,None,None,0,2687,Free_N2687,586,739,20
zone2,DHA-M1,5,DHA-M1 - Street 5,4,zone2_DHA-M1_S5_N4,608,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,3,zone2_DHA-M1_S5_N3,586,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,4,zone2_DHA-M1_S5_N4,608,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,5,zone2_DHA-M1_S5_N5,630,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,4,zone2_DHA-M1_S5_N4,608,719,Street Edge,No Zone,None,None,0,2688,Free_N2688,608,739,20
zone2,DHA-M1,5,DHA-M1 - Street 5,5,zone2_DHA-M1_S5_N5,630,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,4,zone2_DHA-M1_S5_N4,608,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,5,zone2_DHA-M1_S5_N5,630,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,6,zone2_DHA-M1_S5_N6,653,719,23
zone2,DHA-M1,5,DHA-M1 - Street 5,5,zone2_DHA-M1_S5_N5,630,719,Street Edge,No Zone,None,None,0,2689,Free_N2689,630,739,20
zone2,DHA-M1,5,DHA-M1 - Street 5,6,zone2_DHA-M1_S5_N6,653,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,5,zone2_DHA-M1_S5_N5,630,719,23
zone2,DHA-M1,5,DHA-M1 - Street 5,6,zone2_DHA-M1_S5_N6,653,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,7,zone2_DHA-M1_S5_N7,675,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,6,zone2_DHA-M1_S5_N6,653,719,Street Edge,No Zone,None,None,0,2690,Free_N2690,653,739,20
zone2,DHA-M1,5,DHA-M1 - Street 5,7,zone2_DHA-M1_S5_N7,675,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,6,zone2_DHA-M1_S5_N6,653,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,7,zone2_DHA-M1_S5_N7,675,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,8,zone2_DHA-M1_S5_N8,697,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,7,zone2_DHA-M1_S5_N7,675,719,Street Edge,No Zone,None,None,0,2691,Free_N2691,675,739,20
zone2,DHA-M1,5,DHA-M1 - Street 5,8,zone2_DHA-M1_S5_N8,697,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,7,zone2_DHA-M1_S5_N7,675,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,8,zone2_DHA-M1_S5_N8,697,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,9,zone2_DHA-M1_S5_N9,719,719,22
zone2,DHA-M1,5,DHA-M1 - Street 5,8,zone2_DHA-M1_S5_N8,697,719,Street Edge,No Zone,None,None,0,2692,Free_N2692,697,739,20
zone2,DHA-M1,5,DHA-M1 - Street 5,9,zone2_DHA-M1_S5_N9,719,719,Street Edge,zone2,DHA-M1,DHA-M1 - Street 5,5,8,zone2_DHA-M1_S5_N8,697,719,22
